MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:21:04:c2:f2:52,BTHomeHub2-QSGW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:31:47,11,-77,51.4002789732085,-0.217631466790965,65,15,WIFI
02:fe:f4:6b:c3:08,BTWiFi,,2012-08-11 19:31:49,11,-89,51.4002338336467,-0.217653515974852,64,25,WIFI
12:fe:f4:6b:c3:08,BTWiFi-with-FON,,2012-08-11 19:31:49,11,-89,51.4002338336467,-0.217653515974852,64,25,WIFI
bc:76:70:58:ba:1d,BTHub3-ZN32,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:31:53,11,-83,51.400186182136,-0.217692515208651,65,10,WIFI
90:e6:ba:be:59:86,MOFFI-PC_Network_1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS],2012-08-11 19:31:57,1,-88,51.4001259281877,-0.217734069170072,64,15,WIFI
6a:76:70:58:ba:1f,BTWiFi-with-FON,,2012-08-11 19:31:57,11,-89,51.4001259281877,-0.217734069170072,64,15,WIFI
6a:76:70:58:ba:1e,BTWiFi,,2012-08-11 19:31:57,11,-88,51.4001259281877,-0.217734069170072,64,15,WIFI
74:44:01:66:49:76,virginmedia3664111,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:32:02,6,-89,51.4000398593467,-0.21777698380328,67,10,WIFI
00:fe:f4:6b:c3:08,BTHub3-6CXM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:32:10,11,-88,51.3999445183343,-0.217859007074504,68,10,WIFI
20:2b:c1:84:18:a9,BTHub3-3T57,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:32:13,6,-85,51.399899237427,-0.217889432328801,70,10,WIFI
00:1f:9f:86:b0:1f,PlusnetWireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:32:15,6,-88,51.3998713947509,-0.217903180360716,70,20,WIFI
00:1c:df:41:ce:99,15crawley,[WEP],2012-08-11 19:32:19,13,-90,51.3998050101102,-0.217936654301271,69,20,WIFI
00:1a:c1:16:19:ea,Intrepid2,[WEP],2012-08-11 19:32:21,1,-90,51.3997706694721,-0.217955237290696,66,15,WIFI
00:0e:2e:33:12:eb,Home/Edimax2,[WEP],2012-08-11 19:32:23,6,-88,51.3997379331381,-0.217977970907775,63,15,WIFI
10:c6:1f:f5:42:b8,BTHub3-7NRG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:32:37,1,-89,51.3995223459994,-0.21810446043213,73,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:32:45,0,-83,51.3994396428421,-0.218169352399464,70,15,GSM
00:1f:1f:67:dc:f0,Home/Edimax3,[WEP],2012-08-11 19:32:50,11,-85,51.3993906183166,-0.218231013975243,67,15,WIFI
28:10:7b:42:e8:da,TALKTALK-42E8DA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:32:54,1,-89,51.3993503417933,-0.218291886115086,69,15,WIFI
00:01:3b:9e:31:a2,BTHub3-4TZJ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:32:54,1,-90,51.3993503417933,-0.218291886115086,69,15,WIFI
2c:b0:5d:c3:b3:fc,virginmedia6665923,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:32:54,6,-91,51.3993503417933,-0.218291886115086,69,15,WIFI
12:01:3b:9e:31:a2,BTWiFi-with-FON,,2012-08-11 19:32:54,1,-89,51.3993503417933,-0.218291886115086,69,15,WIFI
a0:21:b7:4a:14:fc,virginmedia0445971,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:32:58,6,-79,51.3992898937095,-0.218339922223626,67,15,WIFI
00:1f:f3:c2:3d:8a,iowa,[WPA2-PSK-CCMP],2012-08-11 19:33:04,2,-86,51.3991353975972,-0.218519874865546,66,15,WIFI
00:24:17:f8:fe:53,BTHomeHub2-KCKQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:08,7,-86,51.3990534142397,-0.218627190323575,66,15,WIFI
00:22:69:19:53:3a,BTHomeHub2-ZN8N,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:08,11,-84,51.3990534142397,-0.218627190323575,66,15,WIFI
02:24:17:f8:fe:55,BTFON,,2012-08-11 19:33:08,7,-86,51.3990534142397,-0.218627190323575,66,15,WIFI
02:24:17:f8:fe:54,BTOpenzone-H,,2012-08-11 19:33:08,7,-88,51.3990534142397,-0.218627190323575,66,15,WIFI
02:ac:54:eb:27:62,BTOpenzone-H,,2012-08-11 19:33:10,11,-89,51.3990145297082,-0.218677250401967,65,15,WIFI
12:ac:54:eb:27:62,BTFON,,2012-08-11 19:33:10,11,-89,51.3990145297082,-0.218677250401967,65,15,WIFI
00:ac:54:eb:27:62,BTHub3-W38R,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:14,11,-82,51.3989316242364,-0.218756643102933,68,15,WIFI
8c:c8:cd:72:0a:9b,SEC_LinkShare_21f5f4,[WPA2-PSK-CCMP][WPS],2012-08-11 19:33:14,7,-89,51.3989316242364,-0.218756643102933,68,15,WIFI
00:26:f2:5c:87:fa,PeterHome01,[WPA-PSK-TKIP],2012-08-11 19:33:16,6,-91,51.3988774364222,-0.21880085183604,69,15,WIFI
00:1e:2a:7e:5f:13,YOUNG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:26,6,-84,51.398541105359,-0.219061506892539,73,15,WIFI
50:67:f0:85:e8:93,ZyXEL_5739dyp,[WPA-PSK-TKIP],2012-08-11 19:33:28,6,-83,51.39848519073,-0.21912755492275,72,15,WIFI
a0:21:b7:e6:73:81,virginmedia3558650,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:28,11,-88,51.39848519073,-0.21912755492275,72,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:33:30,0,-91,51.3984367701483,-0.219185428524379,76,15,GSM
00:24:17:67:b1:f7,BTHomeHub2-MNJ8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:32,1,-85,51.3983615898957,-0.21924459806419,72,15,WIFI
20:4e:7f:3e:bb:80,YOUNG,[WPA2-PSK-CCMP],2012-08-11 19:33:32,11,-89,51.3983615898957,-0.21924459806419,72,15,WIFI
90:01:3b:6c:ee:b9,SKYCEEB8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:32,11,-89,51.3983615898957,-0.21924459806419,72,15,WIFI
02:24:17:67:b1:f8,BTOpenzone-H,,2012-08-11 19:33:32,1,-84,51.3983615898957,-0.21924459806419,72,15,WIFI
02:24:17:67:b1:f9,BTFON,,2012-08-11 19:33:32,1,-88,51.3983615898957,-0.21924459806419,72,15,WIFI
a0:0b:ba:f1:10:14,SEC_LinkShare_59521d,[WPA2-PSK-CCMP][WPS],2012-08-11 19:33:34,1,-89,51.3982998648826,-0.219307170858438,74,10,WIFI
00:fe:f4:12:07:38,BTHub3-Z55G,[WPA-?],2012-08-11 19:33:36,6,-88,51.3982391326624,-0.219371611555816,75,10,WIFI
00:24:17:64:af:59,BTHomeHub2-5GTJ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:40,10,-81,51.3981200267747,-0.219468985026593,71,10,WIFI
02:24:17:64:af:5b,BTFON,,2012-08-11 19:33:40,10,-82,51.3981200267747,-0.219468985026593,71,10,WIFI
02:24:17:64:af:5a,BTOpenzone-H,,2012-08-11 19:33:40,10,-81,51.3981200267747,-0.219468985026593,71,10,WIFI
f0:7d:68:43:ff:1e,Steel,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:42,1,-91,51.3980680062283,-0.219521386148842,67,15,WIFI
c8:cd:72:9f:a9:97,SKYFA996,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:44,11,-81,51.3980026114001,-0.219591785230322,68,15,WIFI
1a:e0:a1:01:0f:0d,airportthru,[IBSS],2012-08-11 19:33:46,10,-82,51.3979359386398,-0.21965747998952,65,10,WIFI
1c:af:f7:38:e3:3a,dlink,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:50,1,-82,51.3978264710618,-0.219775906861147,65,15,WIFI
4c:ed:de:ca:dc:78,TALKTALK-CADC70,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:50,1,-89,51.3978264710618,-0.219775906861147,65,15,WIFI
00:22:3f:8c:d3:48,K1_Network,[WPA2-PSK-CCMP][WPS],2012-08-11 19:33:54,2,-88,51.3976902572402,-0.219892484611468,64,15,WIFI
00:21:04:a3:f3:c2,BTHomeHub2-ZF75,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:54,11,-70,51.3976902572402,-0.219892484611468,64,15,WIFI
00:01:e3:ed:eb:c0,OrangeEDEBBE,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth],2012-08-11 19:33:56,6,-89,51.3976564678535,-0.219955182320419,70,15,WIFI
00:ac:54:dd:0b:3a,BTHub3-5549,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:33:56,11,-84,51.3976564678535,-0.219955182320419,70,15,WIFI
00:e0:4d:6d:45:f6,TALKTALK-6D45F4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:33:58,9,-86,51.3976099960495,-0.2200115405124,72,15,WIFI
00:1f:33:0f:b8:25,SKY71381,[WPA-PSK-TKIP],2012-08-11 19:33:58,1,-89,51.3976099960495,-0.2200115405124,72,15,WIFI
00:17:3f:46:c6:14,ElmWalkHouse,[WEP],2012-08-11 19:34:00,11,-93,51.3975552205177,-0.220062229116246,72,15,WIFI
84:1b:5e:af:5a:5f,ALLCHL,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:02,6,-86,51.3974942451451,-0.220130603611695,76,15,WIFI
a0:21:b7:f6:39:5c,TheMonkeys,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:02,11,-90,51.3974942451451,-0.220130603611695,76,15,WIFI
74:44:01:69:59:45,virginmedia3939967,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:04,6,-88,51.3974227332147,-0.220207937596672,73,15,WIFI
00:1e:2a:70:ca:52,NETGEAR,[WPA-PSK-TKIP],2012-08-11 19:34:04,11,-86,51.3974227332147,-0.220207937596672,73,15,WIFI
76:44:01:69:59:46,EVA,[WEP],2012-08-11 19:34:04,6,-90,51.3974227332147,-0.220207937596672,73,15,WIFI
00:25:69:3b:2f:49,SKY12104,,2012-08-11 19:34:04,1,-91,51.3974227332147,-0.220207937596672,73,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:34:04,0,-99,51.3974227332147,-0.220207937596672,73,15,GSM
30:46:9a:33:5f:02,JTS,[WPA2-PSK-CCMP][WPS],2012-08-11 19:34:06,1,-89,51.3973708904159,-0.220263424950155,76,10,WIFI
00:24:fe:09:32:c2,FRITZ!Box Fon WLAN 7170 Annex A,[WPA-PSK-TKIP][WPA2-PSK-CCMP],2012-08-11 19:34:08,11,-76,51.3973374244268,-0.220303551357893,74,10,WIFI
08:86:3b:38:43:40,HOMEUNIT24,[WPA-PSK-TKIP],2012-08-11 19:34:10,6,-89,51.3972840007629,-0.220371371399365,71,15,WIFI
00:fe:f4:22:14:50,BTHub3-GWMN,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:12,1,-88,51.3972355569807,-0.220450531109431,70,15,WIFI
a0:21:b7:fb:fa:36,virginmedia9236675,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:12,6,-89,51.3972355569807,-0.220450531109431,70,15,WIFI
00:18:39:8b:0b:af,linksys,[WPA-PSK-TKIP],2012-08-11 19:34:16,6,-81,51.397107947341,-0.220628818386153,74,10,WIFI
a0:21:b7:4b:dd:cc,virginmedia2255064,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:16,11,-85,51.397107947341,-0.220628818386153,74,10,WIFI
c0:c1:c0:0b:43:63,CopperGiraffe,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:16,6,-89,51.397107947341,-0.220628818386153,74,10,WIFI
c0:c1:c0:0b:43:65,CopperGiraffe-guest,,2012-08-11 19:34:16,6,-89,51.397107947341,-0.220628818386153,74,10,WIFI
00:24:2b:5e:d3:66,BTHomeHub2-JP4W,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:18,1,-88,51.3970752220787,-0.220711796817129,73,15,WIFI
00:0f:b5:c3:e5:d6,NETGEAR,[WEP],2012-08-11 19:34:18,11,-86,51.3970752220787,-0.220711796817129,73,15,WIFI
02:24:2b:5e:d3:67,BTOpenzone-H,,2012-08-11 19:34:18,1,-85,51.3970752220787,-0.220711796817129,73,15,WIFI
02:24:2b:5e:d3:64,BTFON,,2012-08-11 19:34:18,1,-86,51.3970752220787,-0.220711796817129,73,15,WIFI
00:fe:f4:1f:be:78,BTHub3-36M4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:20,6,-84,51.3970626009613,-0.220756151308634,70,15,WIFI
00:14:6c:fd:a1:f4,NETGEARJBS,[WPA-PSK-TKIP],2012-08-11 19:34:20,6,-86,51.3970626009613,-0.220756151308634,70,15,WIFI
12:fe:f4:6b:7d:e8,BTWiFi-with-FON,,2012-08-11 19:34:20,6,-88,51.3970626009613,-0.220756151308634,70,15,WIFI
00:1c:df:7f:ac:1f,Vaucresson,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:22,6,-84,51.397070433639,-0.220795452581156,65,15,WIFI
b4:74:9f:56:38:d6,TALKTALK-5638D4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:22,1,-86,51.397070433639,-0.220795452581156,65,15,WIFI
00:01:3b:a2:92:ea,BTHub3-7FSG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:24,1,-89,51.3970819593854,-0.220824590490244,66,15,WIFI
02:01:3b:a2:92:ea,BTWiFi,,2012-08-11 19:34:24,1,-86,51.3970819593854,-0.220824590490244,66,15,WIFI
12:01:3b:a2:92:ea,BTWiFi-with-FON,,2012-08-11 19:34:24,1,-88,51.3970819593854,-0.220824590490244,66,15,WIFI
00:12:17:dd:7f:6a,WOODY,[WEP],2012-08-11 19:34:27,11,-86,51.3971404302586,-0.220919595520052,67,15,WIFI
00:18:f6:6f:d4:eb,O2wireless54FC52,[WEP],2012-08-11 19:34:27,11,-89,51.3971404302586,-0.220919595520052,67,15,WIFI
00:ac:54:dd:0b:3a,BTHub3-5549,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:28,11,-78,51.3971586696661,-0.220960206962858,69,15,WIFI
00:01:e3:ed:eb:c0,OrangeEDEBBE,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth],2012-08-11 19:34:28,6,-82,51.3971586696661,-0.220960206962858,69,15,WIFI
2c:b0:5d:eb:37:f4,virginmedia7676628,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:28,11,-89,51.3971586696661,-0.220960206962858,69,15,WIFI
00:26:5a:a8:15:7c,home_network,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:31,11,-68,51.3972142247813,-0.221066493355914,65,10,WIFI
00:17:3f:46:c6:14,ElmWalkHouse,[WEP],2012-08-11 19:34:31,11,-79,51.3972142247813,-0.221066493355914,65,10,WIFI
00:1d:68:6a:d1:95,O2wireless582006,[WEP],2012-08-11 19:34:31,8,-84,51.3972142247813,-0.221066493355914,65,10,WIFI
02:fe:f4:6b:7d:e8,BTWiFi,,2012-08-11 19:34:32,6,-85,51.3972321805767,-0.221108631236729,66,10,WIFI
2c:b0:5d:eb:97:20,virginmedia2252903,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:34,11,-86,51.3972770438015,-0.221188991080339,67,10,WIFI
00:fe:f4:6b:7d:e8,BTHub3-8988,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:34,6,-88,51.3972770438015,-0.221188991080339,67,10,WIFI
00:90:d0:4c:e8:b9,sophielytton,[WPA-PSK-TKIP],2012-08-11 19:34:34,6,-89,51.3972770438015,-0.221188991080339,67,10,WIFI
00:23:4e:a2:dd:65,BTHomeHub2-352F,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:37,11,-82,51.3973447109448,-0.221283584555006,69,10,WIFI
00:26:44:1a:14:ad,BTHomeHub2-K73F,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:37,7,-86,51.3973447109448,-0.221283584555006,69,10,WIFI
c4:3d:c7:2b:a6:14,virginmedia2803584,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:37,1,-88,51.3973447109448,-0.221283584555006,69,10,WIFI
c4:3d:c7:2b:34:58,peter12,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:37,11,-88,51.3973447109448,-0.221283584555006,69,10,WIFI
02:23:4e:a2:dd:66,BTOpenzone-H,,2012-08-11 19:34:37,11,-83,51.3973447109448,-0.221283584555006,69,10,WIFI
02:23:4e:a2:dd:67,BTFON,,2012-08-11 19:34:37,11,-85,51.3973447109448,-0.221283584555006,69,10,WIFI
02:26:44:1a:14:af,BTFON,,2012-08-11 19:34:37,7,-88,51.3973447109448,-0.221283584555006,69,10,WIFI
02:26:44:1a:14:ae,BTOpenzone-H,,2012-08-11 19:34:37,7,-88,51.3973447109448,-0.221283584555006,69,10,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:34:37,0,-95,51.3973447109448,-0.221283584555006,69,10,GSM
3a:f3:a3:0f:f7:ef,BTFON,,2012-08-11 19:34:39,6,-88,51.3973848217367,-0.221380494190511,66,10,WIFI
e0:91:f5:40:18:b2,EW132,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:41,7,-86,51.3974200297653,-0.221461461845184,66,15,WIFI
90:01:3b:2e:68:38,SKYE6837,[WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:41,11,-88,51.3974200297653,-0.221461461845184,66,15,WIFI
30:46:9a:7c:f8:49,Infinity&beyond,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:43,1,-89,51.3974715563873,-0.221568330511318,65,10,WIFI
00:1f:33:16:cf:6c,SKY41579,[WPA-PSK-TKIP],2012-08-11 19:34:43,11,-88,51.3974715563873,-0.221568330511318,65,10,WIFI
00:24:b2:55:b9:10,NETGEAR_BLKMR,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:45,3,-85,51.3975280624762,-0.221654022372499,65,10,WIFI
00:11:50:3c:b8:df,belkin54g,[WPA-PSK-TKIP],2012-08-11 19:34:45,11,-91,51.3975280624762,-0.221654022372499,65,10,WIFI
00:1f:9f:72:5d:17,O2wirelessE61A8E,[WEP],2012-08-11 19:34:45,11,-80,51.3975280624762,-0.221654022372499,65,10,WIFI
06:8b:5d:b9:a7:7a,BTOpenzone,,2012-08-11 19:34:45,6,-88,51.3975280624762,-0.221654022372499,65,10,WIFI
0a:8b:5d:b9:a7:7a,BTFON,,2012-08-11 19:34:45,6,-88,51.3975280624762,-0.221654022372499,65,10,WIFI
00:01:3b:a2:92:ea,BTHub3-7FSG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:51,1,-67,51.3976752922576,-0.22192852909596,61,15,WIFI
00:8b:5d:b9:a7:7a,BTHomeHub2-CWNT,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:34:51,6,-81,51.3976752922576,-0.22192852909596,61,15,WIFI
00:1c:df:7f:ac:1f,Vaucresson,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:51,6,-84,51.3976752922576,-0.22192852909596,61,15,WIFI
90:01:3b:4c:00:d0,SKYC00CF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:51,11,-85,51.3976752922576,-0.22192852909596,61,15,WIFI
4c:17:eb:95:f3:25,LandV,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:51,11,-86,51.3976752922576,-0.22192852909596,61,15,WIFI
00:26:91:3a:f7:18,SKY63255,[WPA-PSK-TKIP],2012-08-11 19:34:51,1,-86,51.3976752922576,-0.22192852909596,61,15,WIFI
a0:21:b7:5d:63:f5,virginmedia9008058,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:51,9,-88,51.3976752922576,-0.22192852909596,61,15,WIFI
00:1f:33:14:f9:ac,SKY10027,[WPA-PSK-TKIP],2012-08-11 19:34:51,11,-88,51.3976752922576,-0.22192852909596,61,15,WIFI
00:12:17:dd:7f:6a,WOODY,[WEP],2012-08-11 19:34:51,11,-75,51.3976752922576,-0.22192852909596,61,15,WIFI
02:01:3b:a2:92:ea,BTWiFi,,2012-08-11 19:34:51,1,-68,51.3976752922576,-0.22192852909596,61,15,WIFI
12:01:3b:a2:92:ea,BTWiFi-with-FON,,2012-08-11 19:34:51,1,-69,51.3976752922576,-0.22192852909596,61,15,WIFI
00:01:e3:ed:eb:c0,OrangeEDEBBE,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth],2012-08-11 19:34:53,6,-82,51.397719719508,-0.222015691368016,60,15,WIFI
a0:21:b7:fb:fe:be,virginmedia7317081,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:53,11,-90,51.397719719508,-0.222015691368016,60,15,WIFI
b4:74:9f:56:38:d6,TALKTALK-5638D4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:34:55,1,-96,51.3977608310658,-0.222099578552026,56,15,WIFI
00:40:10:20:00:03,02012010,[WPA-PSK-TKIP],2012-08-11 19:34:57,9,-97,51.3978034329841,-0.222184364687731,55,30,WIFI
00:1f:33:08:4d:8e,SKY90052,[WPA-PSK-TKIP],2012-08-11 19:34:59,1,-93,51.3978487018499,-0.222275872058911,53,15,WIFI
00:24:b2:46:d6:fc,SKY79669,[WPA-PSK-TKIP],2012-08-11 19:35:01,6,-93,51.3978960963828,-0.222361887703581,53,15,WIFI
23415_189_53476657,vodafone UK,UMTS;gb,2012-08-11 19:35:01,0,-97,51.3978960963828,-0.222361887703581,53,15,GSM
20:f3:a3:0f:f7:ed,HOMENET,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:35:03,6,-89,51.3979356064112,-0.22244406281853,51,15,WIFI
80:b6:86:51:ed:53,BTHub3-2HXM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:35:03,1,-94,51.3979356064112,-0.22244406281853,51,15,WIFI
00:26:f2:dd:88:c8,ciara,[WPA-PSK-TKIP],2012-08-11 19:35:03,6,-94,51.3979356064112,-0.22244406281853,51,15,WIFI
00:1b:9e:e0:7f:2d,BTVOYAGER2110-2D,[WEP],2012-08-11 19:35:03,2,-92,51.3979356064112,-0.22244406281853,51,15,WIFI
3a:f3:a3:0f:f7:ef,BTFON,,2012-08-11 19:35:03,6,-90,51.3979356064112,-0.22244406281853,51,15,WIFI
3a:f3:a3:0f:f7:ee,BTOpenzone-H,,2012-08-11 19:35:03,6,-90,51.3979356064112,-0.22244406281853,51,15,WIFI
00:17:3f:60:ad:2e,belkin54g,[WPA2-PSK-TKIP],2012-08-11 19:35:06,11,-97,51.3979790997406,-0.222580172971457,50,15,WIFI
98:fc:11:96:f2:99,JandK,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:08,6,-89,51.3980118328802,-0.222677436073071,55,15,WIFI
74:44:01:69:1d:3d,virginmedia5107981,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:08,11,-92,51.3980118328802,-0.222677436073071,55,15,WIFI
06:8b:5d:b9:a7:7a,BTOpenzone,,2012-08-11 19:35:08,6,-94,51.3980118328802,-0.222677436073071,55,15,WIFI
a0:21:b7:4a:69:2c,virginmedia9398536,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:10,6,-93,51.3980446936408,-0.222775444116108,58,25,WIFI
00:22:3f:8c:3a:9b,wilko,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:12,1,-93,51.3980759204296,-0.22288089705519,54,15,WIFI
b0:48:7a:a5:98:82,slippers,[WPA2-PSK-TKIP],2012-08-11 19:35:14,11,-81,51.3981025686918,-0.222989417924633,51,15,WIFI
00:1e:2a:7e:e1:c7,virginmedia9614920,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:14,1,-82,51.3981025686918,-0.222989417924633,51,15,WIFI
4c:17:eb:95:f3:25,LandV,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:14,11,-92,51.3981025686918,-0.222989417924633,51,15,WIFI
00:fe:f4:0b:79:90,BTHub3-HXQM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 19:35:14,11,-94,51.3981025686918,-0.222989417924633,51,15,WIFI
a0:21:b7:dc:82:91,virginmedia2372481,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 19:35:14,6,-94,51.3981025686918,-0.222989417924633,51,15,WIFI
92:b6:86:51:ed:54,BTOpenzone-H,,2012-08-11 19:35:14,1,-83,51.3981025686918,-0.222989417924633,51,15,WIFI
92:b6:86:51:ed:55,BTFON,,2012-08-11 19:35:17,1,-93,51.3981425530099,-0.223123215242267,51,15,WIFI
